PERIODO,ESTU_DEPTO_RESIDE,ESTU_PRGM_ACADEMICO,ESTU_HORASSEMANATRABAJA,ESTU_GENERO,ESTU_PAGOMATRICULAPROPIO,FAMI_EDUCACIONPADRE,FAMI_TIENEAUTOMOVIL,FAMI_TIENELAVADORA,FAMI_ESTRATOVIVIENDA,FAMI_TIENECOMPUTADOR,FAMI_TIENEINTERNET,FAMI_EDUCACIONMADRE,MOD_RAZONA_CUANTITAT_PUNT,MOD_COMUNI_ESCRITA_PUNT,MOD_LECTURA_CRITICA_PUNT,MOD_INGLES_PUNT,MOD_COMPETEN_CIUDADA_PUNT,AGE,PUNT_GLOBAL,RENDIMIENTO
2018,BOGOTÁ,INGENIERIA FORESTAL,Entre 11 y 20 horas,F,Si,Educación profesional completa,Si,Si,Estrato 3,Si,Si,Educación profesional completa,194,213.0,197,193.0,187,22.0,196.8,Alto
2018,BOGOTÁ,INGENIERIA CATASTRAL Y GEODESIA,Menos de 10 horas,F,No,Técnica o tecnológica completa,No,Si,Estrato 2,Si,Si,Técnica o tecnológica completa,189,171.0,182,158.0,134,23.0,166.8,Medio
2018,BOGOTÁ,INGENIERIA ELECTRICA,Entre 21 y 30 horas,M,No,Técnica o tecnológica completa,Si,Si,Estrato 3,Si,Si,Secundaria (Bachillerato) completa,189,123.0,165,153.0,135,21.0,153.0,Medio
2018,BOGOTÁ,INGENIERIA INDUSTRIAL,0,F,No,Secundaria (Bachillerato) incompleta,No,Si,Estrato 3,Si,Si,Secundaria (Bachillerato) incompleta,212,152.0,193,171.0,172,22.0,180.0,Medio
2018,CUNDINAMARCA,INGENIERIA DE SISTEMAS,0,F,No,Secundaria (Bachillerato) incompleta,No,Si,Estrato 3,Si,Si,Secundaria (Bachillerato) completa,199,206.0,178,165.0,181,22.0,185.8,Alto
2018,BOGOTÁ,INGENIERIA CATASTRAL Y GEODESIA,Menos de 10 horas,M,No,Primaria incompleta,Si,Si,Estrato 2,Si,Si,Primaria completa,172,161.0,155,142.0,128,27.0,151.6,Medio
2018,CUNDINAMARCA,INGENIERIA ELECTRONICA,Entre 11 y 20 horas,M,No,Secundaria (Bachillerato) completa,No,Si,Estrato 2,Si,Si,Técnica o tecnológica completa,160,152.0,159,185.0,176,23.0,166.4,Medio
2018,BOGOTÁ,ARTES MUSICALES,Entre 11 y 20 horas,M,Si,Secundaria (Bachillerato) incompleta,No,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) completa,172,89.0,209,183.0,158,26.0,162.2,Medio
2019,BOGOTÁ,INGENIERIA DE SISTEMAS,Entre 11 y 20 horas,M,No,Postgrado,No,Si,Estrato 5,Si,Si,Postgrado,181,113.0,108,192.0,126,25.0,144.0,Medio
2019,BOGOTÁ,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS SOCIALES,Entre 11 y 20 horas,F,Si,Técnica o tecnológica completa,No,Si,Estrato 3,Si,Si,Secundaria (Bachillerato) completa,117,188.0,180,182.0,171,24.0,167.6,Medio
2019,BOGOTÁ,INGENIERIA EN CONTROL,Entre 21 y 30 horas,M,Si,Secundaria (Bachillerato) completa,No,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) completa,199,145.0,118,188.0,168,24.0,163.6,Medio
2020,CUNDINAMARCA,INGENIERIA FORESTAL,Entre 11 y 20 horas,F,Si,Primaria incompleta,Si,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) incompleta,168,137.0,190,173.0,163,26.0,166.2,Medio
2020,BOGOTÁ,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN INGLES,Más de 30 horas,F,Si,Primaria incompleta,No,Si,Estrato 3,Si,Si,Primaria incompleta,173,173.0,183,300.0,186,24.0,203.0,Alto
2020,BOGOTÁ,INGENIERIA INDUSTRIAL,Menos de 10 horas,M,No,Técnica o tecnológica completa,Si,Si,Estrato 2,Si,Si,Postgrado,228,126.0,184,157.0,202,24.0,179.4,Medio
2020,BOGOTÁ,INGENIERIA TOPOGRAFICA,Entre 11 y 20 horas,M,No,Secundaria (Bachillerato) incompleta,No,Si,Estrato 3,Si,Si,Secundaria (Bachillerato) incompleta,186,163.0,186,188.0,196,24.0,183.8,Alto
2020,CUNDINAMARCA,INGENIERIA AMBIENTAL,Entre 11 y 20 horas,M,Si,Educación profesional completa,No,Si,Estrato 3,Si,Si,Técnica o tecnológica completa,200,182.0,212,163.0,300,24.0,211.4,Alto
2020,CUNDINAMARCA,LICENCIATURA EN BIOLOGIA,Menos de 10 horas,M,No,Postgrado,Si,Si,Estrato 2,Si,Si,Postgrado,173,152.0,196,189.0,173,23.0,176.6,Medio
2020,BOGOTÁ,INGENIERIA ELECTRICA,Entre 11 y 20 horas,M,Si,Secundaria (Bachillerato) incompleta,No,Si,Estrato 3,Si,Si,Secundaria (Bachillerato) completa,216,158.0,190,162.0,184,22.0,182.0,Alto
2021,BOGOTÁ,INGENIERIA INDUSTRIAL,Entre 11 y 20 horas,M,Si,Primaria incompleta,No,Si,Estrato 1,Si,Si,Secundaria (Bachillerato) incompleta,196,180.0,197,144.0,199,23.0,183.2,Alto
2021,BOGOTÁ,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN HUMANIDADES Y LENGUA CASTELLANA,Entre 21 y 30 horas,F,Si,Secundaria (Bachillerato) incompleta,No,Si,Estrato 1,Si,Si,Secundaria (Bachillerato) incompleta,143,161.0,186,178.0,183,21.0,170.2,Medio
2018,BOGOTÁ,INGENIERÍA SANITARIA,Entre 11 y 20 horas,M,Si,Técnica o tecnológica incompleta,Si,Si,Estrato 3,Si,Si,Técnica o tecnológica incompleta,189,186.0,164,188.0,169,24.0,179.2,Medio
2018,BOGOTÁ,INGENIERIA ELECTRONICA,Entre 11 y 20 horas,M,No,Secundaria (Bachillerato) incompleta,No,No,Estrato 3,Si,Si,Secundaria (Bachillerato) completa,205,162.0,178,210.0,178,23.0,186.6,Alto
2019,BOGOTÁ,INGENIERÍA SANITARIA,Entre 21 y 30 horas,F,Si,Secundaria (Bachillerato) completa,No,Si,Estrato 2,Si,Si,Técnica o tecnológica incompleta,162,193.0,175,163.0,189,23.0,176.4,Medio
2019,BOGOTÁ,INGENIERIA DE PRODUCCION,Entre 21 y 30 horas,M,Si,Secundaria (Bachillerato) completa,Si,Si,Estrato 3,Si,Si,Técnica o tecnológica incompleta,198,126.0,179,158.0,172,27.0,166.6,Medio
2019,CUNDINAMARCA,LICENCIATURA EN PEDAGOGIA INFANTIL,0,F,No,Postgrado,No,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) completa,125,195.0,173,138.0,176,23.0,161.4,Medio
2019,BOGOTÁ,ADMINISTRACION DEPORTIVA,Menos de 10 horas,M,Si,Educación profesional completa,No,Si,Estrato 3,Si,Si,Educación profesional completa,173,159.0,207,200.0,188,23.0,185.4,Alto
2019,CUNDINAMARCA,INGENIERIA TOPOGRAFICA,Más de 30 horas,M,Si,Primaria incompleta,No,Si,Estrato 1,Si,Si,Primaria incompleta,195,110.0,190,189.0,192,29.0,175.2,Medio
2019,BOGOTÁ,ADMINISTRACION AMBIENTAL,Entre 21 y 30 horas,F,No,Técnica o tecnológica completa,Si,Si,Estrato 3,Si,Si,Educación profesional incompleta,170,171.0,158,166.0,169,22.0,166.8,Medio
2020,BOGOTÁ,INGENIERIA AMBIENTAL,0,M,Si,Técnica o tecnológica completa,No,Si,Estrato 3,Si,Si,Secundaria (Bachillerato) incompleta,153,175.0,173,190.0,163,24.0,170.8,Medio
2020,BOGOTÁ,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS SOCIALES,0,M,Si,Secundaria (Bachillerato) completa,No,Si,Estrato 3,Si,Si,Educación profesional completa,144,103.0,180,192.0,157,24.0,155.2,Medio
2020,BOGOTÁ,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN HUMANIDADES Y LENGUA CASTELLANA,0,M,No,Secundaria (Bachillerato) incompleta,No,Si,Estrato 2,Si,Si,Primaria incompleta,138,203.0,181,184.0,207,25.0,182.6,Alto
2020,BOGOTÁ,ADMINISTRACION AMBIENTAL,Menos de 10 horas,F,No,Secundaria (Bachillerato) incompleta,Si,Si,Estrato 2,Si,Si,Primaria incompleta,197,136.0,177,201.0,172,24.0,176.6,Medio
2020,BOGOTÁ,INGENIERÍA SANITARIA,Entre 21 y 30 horas,M,No,Secundaria (Bachillerato) completa,No,Si,Estrato 3,Si,Si,Secundaria (Bachillerato) completa,155,135.0,192,194.0,207,26.0,176.6,Medio
2021,BOGOTÁ,INGENIERIA ELECTRICA,Entre 21 y 30 horas,F,Si,No sabe,No,No,Estrato 2,No,Si,Técnica o tecnológica completa,127,145.0,167,150.0,157,26.0,149.2,Medio
2021,BOGOTÁ,INGENIERÍA SANITARIA,Entre 21 y 30 horas,M,Si,Postgrado,Si,Si,Estrato 2,Si,Si,Educación profesional completa,184,154.0,194,155.0,150,25.0,167.4,Medio
2018,BOGOTÁ,ARTES MUSICALES,Entre 11 y 20 horas,M,Si,Primaria completa,No,Si,Estrato 2,Si,Si,Técnica o tecnológica completa,177,101.0,199,144.0,178,24.0,159.8,Medio
2018,CUNDINAMARCA,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN INGLES,Más de 30 horas,F,Si,Primaria incompleta,No,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) incompleta,104,140.0,124,204.0,101,23.0,134.6,Medio
2018,BOGOTÁ,ADMINISTRACION AMBIENTAL,Entre 11 y 20 horas,F,Si,No Aplica,No,Si,Estrato 3,Si,Si,Secundaria (Bachillerato) incompleta,152,157.0,145,133.0,158,24.0,149.0,Medio
2018,BOGOTÁ,INGENIERIA INDUSTRIAL,Más de 30 horas,M,Si,Secundaria (Bachillerato) incompleta,No,Si,Estrato 2,Si,Si,Educación profesional incompleta,224,175.0,168,180.0,216,23.0,192.6,Alto
2018,BOGOTÁ,INGENIERIA DE SISTEMAS,0,M,No,Secundaria (Bachillerato) completa,Si,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) completa,188,187.0,213,201.0,175,23.0,192.8,Alto
2018,BOGOTÁ,ARTES PLASTICAS Y VISUALES,Entre 21 y 30 horas,F,Si,Primaria incompleta,No,Si,Estrato 3,Si,Si,Secundaria (Bachillerato) completa,163,131.0,195,192.0,179,25.0,172.0,Medio
2018,BOGOTÁ,INGENIERIA DE SISTEMAS,Entre 11 y 20 horas,M,Si,Educación profesional incompleta,Si,Si,Estrato 3,Si,Si,Educación profesional completa,200,174.0,186,175.0,176,23.0,182.2,Alto
2018,BOGOTÁ,INGENIERIA TOPOGRAFICA,Entre 11 y 20 horas,F,Si,Ninguno,No,Si,Estrato 3,Si,Si,Ninguno,155,164.0,181,171.0,144,24.0,163.0,Medio
2018,BOGOTÁ,INGENIERIA TOPOGRAFICA,0,F,No,Secundaria (Bachillerato) incompleta,No,Si,Estrato 2,Si,Si,Primaria incompleta,169,179.0,216,171.0,181,23.0,183.2,Alto
2018,BOGOTÁ,INGENIERÍA SANITARIA,Entre 21 y 30 horas,F,Si,Secundaria (Bachillerato) incompleta,No,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) completa,208,177.0,176,174.0,197,24.0,186.4,Alto
2019,BOGOTÁ,INGENIERIA CIVIL,Más de 30 horas,M,Si,Ninguno,No,Si,Estrato 2,Si,Si,No Aplica,210,142.0,195,146.0,181,28.0,174.8,Medio
2019,BOGOTÁ,INGENIERIA DE PRODUCCION,Más de 30 horas,F,Si,Técnica o tecnológica completa,Si,Si,Estrato 3,Si,Si,Técnica o tecnológica completa,194,108.0,196,170.0,184,24.0,170.4,Medio
2019,BOGOTÁ,INGENIERIA AMBIENTAL,Menos de 10 horas,F,No,Secundaria (Bachillerato) incompleta,Si,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) incompleta,171,189.0,186,179.0,196,25.0,184.2,Alto
2019,BOGOTÁ,INGENIERIA EN CONTROL,Más de 30 horas,M,Si,Secundaria (Bachillerato) completa,No,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) completa,158,136.0,115,194.0,144,23.0,149.4,Medio
2019,BOGOTÁ,INGENIERIA EN CONTROL,Entre 21 y 30 horas,M,Si,Primaria completa,Si,Si,Estrato 3,Si,Si,Secundaria (Bachillerato) completa,156,127.0,138,154.0,100,24.0,135.0,Medio
2019,CUNDINAMARCA,INGENIERIA DE SISTEMAS,Entre 11 y 20 horas,M,Si,Técnica o tecnológica completa,Si,Si,Estrato 3,Si,Si,Técnica o tecnológica completa,201,130.0,201,188.0,176,21.0,179.2,Medio
2019,BOGOTÁ,INGENIERIA DE SISTEMAS,Entre 11 y 20 horas,M,Si,Secundaria (Bachillerato) completa,No,No,Estrato 3,Si,Si,Secundaria (Bachillerato) incompleta,178,185.0,173,184.0,162,23.0,176.4,Medio
2020,BOGOTÁ,INGENIERIA ELECTRICA,Menos de 10 horas,M,Si,Técnica o tecnológica incompleta,No,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) incompleta,184,130.0,133,147.0,152,26.0,149.2,Medio
2020,BOGOTÁ,INGENIERIA INDUSTRIAL,Menos de 10 horas,M,Si,Educación profesional incompleta,No,Si,Estrato 3,Si,Si,Postgrado,300,136.0,151,168.0,212,23.0,193.4,Alto
2020,CUNDINAMARCA,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN HUMANIDADES Y LENGUA CASTELLANA,0,F,No,Primaria incompleta,No,No,Estrato 2,Si,No,Secundaria (Bachillerato) incompleta,117,140.0,184,188.0,167,25.0,159.2,Medio
2020,BOGOTÁ,INGENIERÍA SANITARIA,Entre 11 y 20 horas,F,Si,Técnica o tecnológica completa,No,Si,Estrato 3,Si,Si,Secundaria (Bachillerato) completa,193,168.0,202,206.0,192,25.0,192.2,Alto
2020,BOGOTÁ,INGENIERIA INDUSTRIAL,Más de 30 horas,M,Si,Educación profesional completa,Si,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) completa,209,0.0,152,189.0,166,23.0,143.2,Medio
2020,CALDAS,INGENIERÍA SANITARIA,Menos de 10 horas,F,No,Técnica o tecnológica completa,No,Si,Estrato 3,Si,Si,Técnica o tecnológica completa,169,176.0,155,141.0,164,23.0,161.0,Medio
2020,BOGOTÁ,INGENIERIA CIVIL,Más de 30 horas,F,Si,Secundaria (Bachillerato) incompleta,No,Si,Estrato 1,Si,No,Secundaria (Bachillerato) incompleta,187,128.0,206,187.0,225,25.0,186.6,Alto
2021,BOGOTÁ,INGENIERIA AMBIENTAL,Menos de 10 horas,M,No,Educación profesional completa,Si,Si,Estrato 4,Si,Si,Secundaria (Bachillerato) completa,186,172.0,147,209.0,156,22.0,174.0,Medio
2018,BOGOTÁ,INGENIERIA EN TELEMATICA,Entre 21 y 30 horas,M,No,Secundaria (Bachillerato) completa,No,Si,Estrato 3,Si,No,Secundaria (Bachillerato) incompleta,168,133.0,162,147.0,121,23.0,146.2,Medio
2018,BOGOTÁ,LICENCIATURA EN BIOLOGIA,Entre 11 y 20 horas,F,Si,Secundaria (Bachillerato) incompleta,No,Si,Estrato 1,Si,Si,Secundaria (Bachillerato) incompleta,138,175.0,124,138.0,154,24.0,145.8,Medio
2018,CUNDINAMARCA,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS SOCIALES,Entre 11 y 20 horas,F,No,Primaria incompleta,No,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) completa,147,197.0,198,158.0,188,24.0,177.6,Medio
2018,BOGOTÁ,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS SOCIALES,Más de 30 horas,M,Si,Técnica o tecnológica completa,No,No,Estrato 2,Si,Si,Educación profesional incompleta,120,148.0,154,99.0,167,24.0,137.6,Medio
2018,BOGOTÁ,INGENIERIA CIVIL,Más de 30 horas,M,Si,Secundaria (Bachillerato) incompleta,No,Si,Estrato 3,Si,Si,Técnica o tecnológica completa,205,105.0,192,196.0,159,29.0,171.4,Medio
2018,BOGOTÁ,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS,Entre 11 y 20 horas,M,No,No Aplica,No,Si,Estrato 1,Si,Si,Educación profesional completa,151,190.0,124,149.0,139,23.0,150.6,Medio
2018,BOGOTÁ,INGENIERIA DE PRODUCCION,Más de 30 horas,M,Si,Secundaria (Bachillerato) completa,No,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) completa,188,146.0,161,99.0,111,24.0,141.0,Medio
2018,BOGOTÁ,INGENIERIA TOPOGRAFICA,Entre 11 y 20 horas,M,Si,Secundaria (Bachillerato) completa,Si,Si,Estrato 3,Si,Si,Secundaria (Bachillerato) incompleta,199,146.0,173,186.0,188,23.0,178.4,Medio
2018,BOGOTÁ,INGENIERIA DE PRODUCCION,Entre 11 y 20 horas,F,No,Secundaria (Bachillerato) completa,No,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) completa,185,162.0,182,185.0,167,22.0,176.2,Medio
2018,BOGOTÁ,INGENIERIA DE PRODUCCION,Más de 30 horas,M,Si,Secundaria (Bachillerato) incompleta,No,Si,Estrato 2,Si,Si,Postgrado,195,198.0,157,181.0,186,24.0,183.4,Alto
2019,BOGOTÁ,INGENIERIA DE PRODUCCION,Entre 11 y 20 horas,M,Si,Primaria incompleta,Si,Si,Estrato 2,Si,Si,Primaria completa,166,115.0,146,86.0,122,25.0,127.0,Medio
2019,BOGOTÁ,INGENIERIA EN  TELECOMUNICACIONES,Más de 30 horas,M,No,Técnica o tecnológica completa,No,Si,Estrato 2,Si,Si,Técnica o tecnológica completa,180,188.0,175,144.0,172,22.0,171.8,Medio
2019,BOGOTÁ,INGENIERIA EN  TELECOMUNICACIONES,Más de 30 horas,M,Si,Secundaria (Bachillerato) incompleta,No,No,Estrato 3,Si,Si,No sabe,172,172.0,160,165.0,185,25.0,170.8,Medio
2019,BOGOTÁ,ARTES ESCENICAS,Entre 21 y 30 horas,F,Si,Secundaria (Bachillerato) completa,No,No,Estrato 2,Si,Si,Educación profesional completa,123,141.0,187,151.0,168,27.0,154.0,Medio
2019,BOGOTÁ,INGENIERIA DE PRODUCCION,Menos de 10 horas,M,Si,Primaria incompleta,No,Si,Estrato 1,Si,Si,Ninguno,170,141.0,138,150.0,130,25.0,145.8,Medio
2019,BOGOTÁ,INGENIERIA ELECTRICA,Entre 11 y 20 horas,M,Si,Primaria incompleta,No,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) incompleta,200,135.0,179,166.0,179,24.0,171.8,Medio
2019,BOGOTÁ,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS,Más de 30 horas,M,Si,Primaria incompleta,No,No,Estrato 2,Si,Si,Secundaria (Bachillerato) incompleta,178,129.0,180,128.0,181,22.0,159.2,Medio
2019,BOGOTÁ,INGENIERIA ELECTRONICA,Entre 11 y 20 horas,M,Si,Primaria completa,No,Si,Estrato 3,Si,Si,Secundaria (Bachillerato) completa,216,136.0,157,135.0,157,25.0,160.2,Medio
2019,BOGOTÁ,INGENIERIA EN TELEMATICA,Más de 30 horas,M,Si,Secundaria (Bachillerato) completa,Si,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) completa,187,166.0,134,158.0,108,26.0,150.6,Medio
2020,BOGOTÁ,LICENCIATURA EN EDUCACI¿N ART¿STICA,Entre 11 y 20 horas,F,No,Educación profesional incompleta,Si,Si,Estrato 3,Si,Si,Técnica o tecnológica completa,164,164.0,169,172.0,143,25.0,162.4,Medio
2020,BOGOTÁ,INGENIERIA EN TELEMATICA,Más de 30 horas,M,No,Secundaria (Bachillerato) completa,Si,Si,Estrato 2,Si,Si,Técnica o tecnológica completa,135,103.0,139,161.0,110,24.0,129.6,Medio
2020,NARIÑO,ARTES MUSICALES,Menos de 10 horas,M,Si,No sabe,No,Si,Estrato 2,Si,Si,Educación profesional incompleta,147,168.0,96,171.0,130,25.0,142.4,Medio
2020,BOGOTÁ,INGENIERIA ELECTRONICA,Menos de 10 horas,F,Si,Secundaria (Bachillerato) completa,Si,Si,Estrato 3,Si,Si,Secundaria (Bachillerato) completa,177,174.0,204,158.0,191,23.0,180.8,Alto
2021,BOGOTÁ,INGENIERIA ELECTRICA,Más de 30 horas,M,Si,No sabe,No,Si,Estrato 2,Si,Si,Primaria completa,215,135.0,160,181.0,142,27.0,166.6,Medio
2021,CUNDINAMARCA,INGENIERIA INDUSTRIAL,Entre 11 y 20 horas,F,No,Secundaria (Bachillerato) incompleta,No,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) completa,202,149.0,175,155.0,201,24.0,176.4,Medio
2021,BOGOTÁ,INGENIERIA EN TELEMATICA,Más de 30 horas,M,Si,Primaria completa,No,Si,Estrato 2,Si,Si,Primaria completa,151,182.0,170,158.0,130,25.0,158.2,Medio
2021,BOGOTÁ,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS SOCIALES,0,M,Si,Secundaria (Bachillerato) completa,No,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) completa,146,180.0,134,162.0,156,26.0,155.6,Medio
2021,CUNDINAMARCA,INGENIERIA INDUSTRIAL,Menos de 10 horas,F,Si,Técnica o tecnológica completa,No,Si,Estrato 2,Si,Si,Técnica o tecnológica completa,199,160.0,196,181.0,186,23.0,184.4,Alto
2021,BOGOTÁ,INGENIERIA TOPOGRAFICA,Más de 30 horas,F,No,Primaria completa,No,Si,Estrato 3,Si,Si,Primaria completa,177,140.0,189,170.0,191,25.0,173.4,Medio
2021,BOGOTÁ,INGENIERIA EN CONTROL,Más de 30 horas,M,Si,Técnica o tecnológica incompleta,No,Si,Estrato 4,Si,Si,Técnica o tecnológica incompleta,191,149.0,187,192.0,173,24.0,178.4,Medio
2021,BOGOTÁ,INGENIERIA AMBIENTAL,Menos de 10 horas,F,No,Técnica o tecnológica completa,Si,Si,Estrato 3,Si,Si,Postgrado,198,174.0,210,202.0,224,23.0,201.6,Alto
2018,BOGOTÁ,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS SOCIALES,Entre 21 y 30 horas,F,No,Secundaria (Bachillerato) completa,Si,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) completa,154,174.0,192,215.0,210,23.0,189.0,Alto
2018,BOGOTÁ,ARTE DANZARIO,Entre 11 y 20 horas,M,Si,Educación profesional incompleta,Si,Si,Estrato 3,Si,Si,Educación profesional completa,183,219.0,163,214.0,161,22.0,188.0,Alto
2018,BOGOTÁ,INGENIERIA INDUSTRIAL,Menos de 10 horas,F,No,Educación profesional completa,No,Si,Estrato 3,Si,Si,Técnica o tecnológica completa,230,134.0,202,148.0,185,23.0,179.8,Medio
2018,BOGOTÁ,INGENIERIA INDUSTRIAL,Más de 30 horas,M,No,Técnica o tecnológica completa,No,Si,Estrato 3,Si,Si,Secundaria (Bachillerato) completa,211,158.0,185,184.0,193,23.0,186.2,Alto
2018,BOGOTÁ,LICENCIATURA EN BIOLOGIA,0,M,Si,Primaria incompleta,No,No,Sin Estrato,Si,No,Primaria completa,166,188.0,184,184.0,146,24.0,173.6,Medio
2018,BOGOTÁ,INGENIERIA TOPOGRAFICA,Entre 21 y 30 horas,F,Si,No sabe,No,Si,Estrato 3,Si,Si,Secundaria (Bachillerato) incompleta,175,176.0,162,154.0,143,23.0,162.0,Medio
2019,BOGOTÁ,INGENIERIA MECANICA,Más de 30 horas,M,Si,Técnica o tecnológica completa,No,No,Estrato 2,Si,Si,Secundaria (Bachillerato) incompleta,165,197.0,161,147.0,178,25.0,169.6,Medio
2019,BOGOTÁ,LICENCIATURA EN QUIMICA,0,F,No,Educación profesional incompleta,No,No,Estrato 1,Si,Si,Educación profesional completa,196,133.0,190,163.0,180,24.0,172.4,Medio
2019,BOGOTÁ,MATEMATICAS,Menos de 10 horas,M,No,Primaria completa,No,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) completa,202,194.0,196,170.0,172,23.0,186.8,Alto
2019,BOGOTÁ,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN EDUCACION ARTISTICA,Más de 30 horas,F,Si,Secundaria (Bachillerato) incompleta,No,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) completa,140,138.0,151,175.0,171,26.0,155.0,Medio
2019,BOGOTÁ,INGENIERIA EN TELEMATICA,Más de 30 horas,M,Si,Primaria completa,No,Si,Estrato 2,Si,Si,Primaria incompleta,174,132.0,176,176.0,156,25.0,162.8,Medio
2020,CUNDINAMARCA,INGENIERIA ELECTRONICA,0,M,Si,Secundaria (Bachillerato) completa,Si,Si,Estrato 3,Si,Si,Primaria completa,218,130.0,184,202.0,201,23.0,187.0,Alto
2020,CUNDINAMARCA,LICENCIATURA EN PEDAGOGIA INFANTIL,Entre 11 y 20 horas,F,No,Primaria incompleta,No,No,Estrato 2,Si,No,Primaria completa,148,181.0,174,149.0,174,22.0,165.2,Medio
2020,BOGOTÁ,INGENIERIA INDUSTRIAL,0,M,Si,Secundaria (Bachillerato) completa,No,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) completa,190,182.0,179,182.0,197,24.0,186.0,Alto
2020,BOGOTÁ,INGENIERIA ELECTRICA,Menos de 10 horas,F,Si,Educación profesional incompleta,Si,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) incompleta,191,133.0,195,189.0,179,23.0,177.4,Medio
2020,BOGOTÁ,LICENCIATURA EN PEDAGOGIA INFANTIL,Entre 11 y 20 horas,F,No,Secundaria (Bachillerato) completa,No,Si,Estrato 3,Si,Si,Técnica o tecnológica incompleta,177,127.0,173,201.0,176,22.0,170.8,Medio
2020,BOGOTÁ,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS SOCIALES,Más de 30 horas,M,Si,Secundaria (Bachillerato) completa,No,No,Estrato 3,Si,Si,Primaria incompleta,184,191.0,217,136.0,198,25.0,185.2,Alto
2021,BOGOTÁ,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS SOCIALES,Menos de 10 horas,F,No,Técnica o tecnológica completa,No,Si,Estrato 2,Si,Si,Primaria incompleta,144,162.0,201,172.0,181,24.0,172.0,Medio
2021,BOGOTÁ,LICENCIATURA EN QUIMICA,Más de 30 horas,F,Si,Postgrado,No,Si,Estrato 3,Si,Si,Educación profesional completa,163,124.0,201,192.0,178,21.0,171.6,Medio
2018,BOGOTÁ,INGENIERIA INDUSTRIAL,Menos de 10 horas,F,No,Técnica o tecnológica completa,Si,Si,Estrato 3,Si,Si,Postgrado,200,215.0,203,184.0,178,21.0,196.0,Alto
2018,BOGOTÁ,LICENCIATURA EN PEDAGOGIA INFANTIL,0,F,No,Secundaria (Bachillerato) incompleta,No,Si,Estrato 2,Si,Si,Técnica o tecnológica completa,169,186.0,152,181.0,166,22.0,170.8,Medio
2018,BOGOTÁ,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN EDUCACION ARTISTICA,Más de 30 horas,M,Si,Primaria completa,No,Si,Estrato 2,Si,Si,Primaria completa,172,145.0,135,130.0,118,26.0,140.0,Medio
2018,BOGOTÁ,INGENIERIA DE PRODUCCION,Más de 30 horas,M,Si,Primaria completa,Si,Si,Estrato 2,Si,Si,Primaria completa,175,118.0,109,131.0,124,26.0,131.4,Medio
2018,CUNDINAMARCA,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS SOCIALES,Más de 30 horas,F,Si,Técnica o tecnológica completa,No,Si,Estrato 3,Si,Si,Técnica o tecnológica completa,178,212.0,224,155.0,300,22.0,213.8,Alto
2019,BOGOTÁ,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN HUMANIDADES Y LENGUA CASTELLANA,Más de 30 horas,F,No,Secundaria (Bachillerato) incompleta,No,Si,Estrato 2,Si,Si,Educación profesional incompleta,123,0.0,169,139.0,80,26.0,102.2,Bajo
