PERIODO,ESTU_DEPTO_RESIDE,ESTU_PRGM_ACADEMICO,ESTU_HORASSEMANATRABAJA,ESTU_GENERO,ESTU_PAGOMATRICULAPROPIO,FAMI_EDUCACIONPADRE,FAMI_TIENEAUTOMOVIL,FAMI_TIENELAVADORA,FAMI_ESTRATOVIVIENDA,FAMI_TIENECOMPUTADOR,FAMI_TIENEINTERNET,FAMI_EDUCACIONMADRE,MOD_RAZONA_CUANTITAT_PUNT,MOD_COMUNI_ESCRITA_PUNT,MOD_LECTURA_CRITICA_PUNT,MOD_INGLES_PUNT,MOD_COMPETEN_CIUDADA_PUNT,AGE,PUNT_GLOBAL,RENDIMIENTO
2020,BOGOTÁ,INGENIERIA INDUSTRIAL,Menos de 10 horas,M,Si,Educación profesional completa,Si,Si,Estrato 3,Si,Si,Educación profesional completa,206,126.0,197,180.0,198,21.0,181.4,Alto
2021,BOGOTÁ,LICENCIATURA  EN MATEMATICAS,Entre 11 y 20 horas,F,No,Secundaria (Bachillerato) completa,No,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) completa,187,173.0,183,140.0,168,23.0,170.2,Medio
2021,BOGOTÁ,INGENIERIA DE PRODUCCION,Más de 30 horas,M,Si,Técnica o tecnológica completa,No,Si,Estrato 2,Si,Si,Técnica o tecnológica completa,183,160.0,183,194.0,179,23.0,179.8,Medio
2021,BOGOTÁ,INGENIERIA DE PRODUCCION,Más de 30 horas,F,Si,Primaria incompleta,No,Si,Estrato 1,Si,Si,Primaria incompleta,187,138.0,140,153.0,161,27.0,155.8,Medio
2021,BOGOTÁ,ADMINISTRACION AMBIENTAL,Entre 21 y 30 horas,M,Si,Primaria incompleta,No,Si,Estrato 3,Si,Si,Secundaria (Bachillerato) completa,159,0.0,135,151.0,150,25.0,119.0,Bajo
2018,BOGOTÁ,INGENIERIA INDUSTRIAL,Entre 11 y 20 horas,F,Si,Educación profesional completa,No,Si,Estrato 3,Si,Si,Técnica o tecnológica completa,199,209.0,209,197.0,186,22.0,200.0,Alto
2018,BOGOTÁ,ARTE DANZARIO,Menos de 10 horas,M,No,Primaria incompleta,Si,Si,Estrato 1,Si,Si,Técnica o tecnológica completa,143,134.0,105,160.0,122,21.0,132.8,Medio
2018,BOGOTÁ,ADMINISTRACION AMBIENTAL,Entre 21 y 30 horas,F,No,Secundaria (Bachillerato) completa,No,Si,Estrato 3,Si,Si,Técnica o tecnológica completa,142,161.0,180,155.0,167,22.0,161.0,Medio
2018,BOGOTÁ,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN INGLES,Más de 30 horas,F,No,Primaria completa,No,No,Sin Estrato,No,No,Primaria incompleta,108,189.0,176,204.0,185,23.0,172.4,Medio
2019,BOGOTÁ,ADMINISTRACION AMBIENTAL,Entre 11 y 20 horas,M,Si,No sabe,Si,Si,Estrato 3,Si,Si,Técnica o tecnológica completa,176,111.0,130,191.0,165,23.0,154.6,Medio
2019,BOGOTÁ,LICENCIATURA EN PEDAGOGIA INFANTIL,Más de 30 horas,F,Si,Educación profesional incompleta,No,No,Estrato 2,Si,Si,Educación profesional incompleta,147,136.0,165,152.0,137,28.0,147.4,Medio
2019,BOGOTÁ,INGENIERIA DE PRODUCCION,Más de 30 horas,F,Si,Primaria incompleta,No,Si,Estrato 1,No,Si,Primaria completa,167,173.0,164,148.0,155,28.0,161.4,Medio
2019,BOGOTÁ,INGENIERIA MECANICA,Más de 30 horas,M,Si,Primaria completa,No,No,Estrato 3,Si,Si,Secundaria (Bachillerato) incompleta,195,167.0,166,196.0,194,24.0,183.6,Alto
2019,BOGOTÁ,INGENIERÍA SANITARIA,Entre 11 y 20 horas,M,No,Secundaria (Bachillerato) incompleta,Si,Si,Estrato 3,Si,Si,Primaria completa,206,135.0,191,190.0,177,23.0,179.8,Medio
2019,CUNDINAMARCA,INGENIERIA INDUSTRIAL,Más de 30 horas,M,No,Secundaria (Bachillerato) completa,Si,Si,Estrato 3,Si,Si,Secundaria (Bachillerato) completa,210,173.0,195,184.0,192,22.0,190.8,Alto
2019,BOGOTÁ,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN HUMANIDADES Y LENGUA CASTELLANA,Entre 11 y 20 horas,F,Si,Técnica o tecnológica incompleta,No,Si,Estrato 2,Si,Si,Educación profesional incompleta,139,134.0,167,148.0,191,23.0,155.8,Medio
2019,BOGOTÁ,INGENIERIA TOPOGRAFICA,Menos de 10 horas,F,No,Secundaria (Bachillerato) completa,No,Si,Estrato 2,Si,Si,Primaria completa,207,135.0,187,179.0,183,21.0,178.2,Medio
2019,BOGOTÁ,INGENIERIA TOPOGRAFICA,0,M,No,Secundaria (Bachillerato) incompleta,No,Si,Estrato 2,Si,No,Secundaria (Bachillerato) incompleta,194,167.0,156,168.0,153,22.0,167.6,Medio
2019,BOGOTÁ,INGENIERIA TOPOGRAFICA,Entre 11 y 20 horas,M,No,Secundaria (Bachillerato) incompleta,No,Si,Estrato 3,Si,Si,Primaria incompleta,173,141.0,185,162.0,186,22.0,169.4,Medio
2019,BOGOTÁ,INGENIERIA EN TELEMATICA,Más de 30 horas,M,Si,Secundaria (Bachillerato) completa,Si,Si,Estrato 2,Si,Si,Primaria completa,192,163.0,165,143.0,159,27.0,164.4,Medio
2020,BOGOTÁ,INGENIERIA DE SISTEMAS,Menos de 10 horas,M,Si,Técnica o tecnológica completa,Si,Si,Estrato 2,Si,Si,Técnica o tecnológica completa,167,133.0,110,166.0,100,24.0,135.2,Medio
2020,BOGOTÁ,ARTE DANZARIO,Más de 30 horas,F,Si,Primaria completa,No,Si,Estrato 3,Si,Si,Técnica o tecnológica completa,146,177.0,155,174.0,160,24.0,162.4,Medio
2020,BOGOTÁ,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN INGLES,Entre 11 y 20 horas,F,No,Primaria completa,No,Si,Estrato 3,Si,Si,Técnica o tecnológica completa,168,180.0,180,217.0,191,21.0,187.2,Alto
2020,BOGOTÁ,INGENIERIA ELECTRICA,Entre 21 y 30 horas,F,No,Secundaria (Bachillerato) completa,Si,Si,Estrato 3,Si,Si,Secundaria (Bachillerato) completa,194,182.0,183,199.0,207,21.0,193.0,Alto
2020,BOGOTÁ,LICENCIATURA EN BIOLOGIA,Menos de 10 horas,F,No,Técnica o tecnológica incompleta,No,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) completa,182,130.0,178,173.0,174,23.0,167.4,Medio
2020,CUNDINAMARCA,INGENIERIA TOPOGRAFICA,Menos de 10 horas,F,No,Técnica o tecnológica completa,No,No,Estrato 2,Si,No,Primaria incompleta,182,124.0,210,157.0,174,23.0,169.4,Medio
2020,BOGOTÁ,LICENCIATURA EN PEDAGOGIA INFANTIL,Entre 11 y 20 horas,F,Si,Primaria completa,No,Si,Estrato 2,Si,Si,Primaria incompleta,148,300.0,174,148.0,170,22.0,188.0,Alto
2021,BOGOTÁ,ADMINISTRACION AMBIENTAL,Más de 30 horas,M,Si,Secundaria (Bachillerato) completa,No,Si,Estrato 2,No,Si,Secundaria (Bachillerato) incompleta,168,167.0,170,160.0,194,23.0,171.8,Medio
2021,CUNDINAMARCA,ADMINISTRACION AMBIENTAL,Menos de 10 horas,M,Si,Primaria completa,No,Si,Estrato 3,Si,Si,Primaria completa,199,178.0,191,185.0,205,23.0,191.6,Alto
2018,BOGOTÁ,INGENIERIA EN CONTROL,Más de 30 horas,M,Si,Técnica o tecnológica completa,No,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) incompleta,174,97.0,166,177.0,117,27.0,146.2,Medio
2018,BOGOTÁ,INGENIERIA INDUSTRIAL,Entre 21 y 30 horas,M,Si,Técnica o tecnológica completa,No,Si,Estrato 2,Si,Si,Técnica o tecnológica completa,190,183.0,201,177.0,206,24.0,191.4,Alto
2018,CUNDINAMARCA,INGENIERIA CIVIL,Entre 21 y 30 horas,M,Si,Educación profesional completa,Si,Si,Estrato 3,Si,Si,Técnica o tecnológica completa,209,183.0,217,206.0,196,24.0,202.2,Alto
2018,BOGOTÁ,INGENIERIA ELECTRICA,0,M,No,Técnica o tecnológica completa,No,Si,Estrato 1,Si,No,Técnica o tecnológica completa,175,140.0,181,129.0,81,25.0,141.2,Medio
2018,BOGOTÁ,INGENIERIA DE PRODUCCION,Más de 30 horas,M,Si,Secundaria (Bachillerato) incompleta,Si,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) incompleta,174,179.0,176,183.0,172,24.0,176.8,Medio
2018,BOGOTÁ,INGENIERIA ELECTRICA,Entre 21 y 30 horas,M,Si,Primaria completa,No,Si,Estrato 1,Si,Si,Primaria completa,221,139.0,138,154.0,163,23.0,163.0,Medio
2019,BOGOTÁ,ARTES MUSICALES,Entre 11 y 20 horas,M,Si,Secundaria (Bachillerato) incompleta,Si,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) completa,129,0.0,110,172.0,96,26.0,101.4,Bajo
2019,BOGOTÁ,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS SOCIALES,Entre 21 y 30 horas,M,Si,Primaria incompleta,No,No,Estrato 2,No,No,Primaria incompleta,103,139.0,162,135.0,155,25.0,138.8,Medio
2019,BOGOTÁ,INGENIERIA ELECTRICA,0,M,Si,Primaria incompleta,No,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) incompleta,164,137.0,143,154.0,150,23.0,149.6,Medio
2019,BOGOTÁ,INGENIERIA INDUSTRIAL,Menos de 10 horas,F,Si,Secundaria (Bachillerato) completa,No,Si,Estrato 2,Si,Si,Técnica o tecnológica completa,189,179.0,176,183.0,185,22.0,182.4,Alto
2019,BOGOTÁ,INGENIERIA ELECTRONICA,Entre 11 y 20 horas,M,Si,Secundaria (Bachillerato) completa,No,Si,Estrato 3,Si,Si,Secundaria (Bachillerato) completa,204,158.0,184,202.0,195,23.0,188.6,Alto
2019,BOGOTÁ,INGENIERIA TOPOGRAFICA,Entre 11 y 20 horas,F,Si,Secundaria (Bachillerato) incompleta,No,Si,Estrato 3,Si,Si,Secundaria (Bachillerato) completa,195,149.0,196,167.0,184,21.0,178.2,Medio
2020,BOGOTÁ,LICENCIATURA EN BIOLOGIA,Entre 11 y 20 horas,M,Si,Primaria completa,No,Si,Estrato 1,Si,Si,Primaria incompleta,187,187.0,227,171.0,206,23.0,195.6,Alto
2020,BOGOTÁ,INGENIERIA AMBIENTAL,Entre 11 y 20 horas,F,Si,Primaria incompleta,No,Si,Estrato 1,Si,Si,Secundaria (Bachillerato) completa,170,187.0,155,142.0,194,25.0,169.6,Medio
2020,BOGOTÁ,LICENCIATURA EN QUIMICA,Entre 11 y 20 horas,M,No,Secundaria (Bachillerato) incompleta,No,Si,Estrato 2,Si,Si,Técnica o tecnológica completa,198,160.0,209,181.0,197,23.0,189.0,Alto
2020,CUNDINAMARCA,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN INGLES,Entre 21 y 30 horas,F,No,Primaria completa,No,Si,Estrato 2,Si,Si,Primaria incompleta,191,141.0,215,208.0,176,21.0,186.2,Alto
2020,BOGOTÁ,INGENIERIA AMBIENTAL,Menos de 10 horas,F,Si,Técnica o tecnológica completa,Si,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) incompleta,175,138.0,200,181.0,190,23.0,176.8,Medio
2020,BOGOTÁ,INGENIERIA CATASTRAL Y GEODESIA,Entre 11 y 20 horas,F,No,Postgrado,Si,Si,Estrato 2,Si,Si,Postgrado,173,188.0,168,175.0,207,22.0,182.2,Alto
2021,BOGOTÁ,LICENCIATURA EN QUIMICA,Más de 30 horas,M,Si,Educación profesional incompleta,Si,Si,Estrato 2,Si,Si,Educación profesional incompleta,157,123.0,155,130.0,152,23.0,143.4,Medio
2021,BOGOTÁ,INGENIERIA INDUSTRIAL,Entre 11 y 20 horas,F,No,Secundaria (Bachillerato) completa,No,Si,Estrato 1,Si,Si,Secundaria (Bachillerato) completa,209,153.0,206,179.0,182,23.0,185.8,Alto
2021,BOGOTÁ,INGENIERIA EN CONTROL,Más de 30 horas,M,Si,Ninguno,No,Si,Estrato 2,Si,Si,Técnica o tecnológica completa,171,157.0,162,197.0,187,26.0,174.8,Medio
2021,BOGOTÁ,INGENIERIA AMBIENTAL,0,F,No,Técnica o tecnológica completa,No,Si,Estrato 2,Si,Si,Educación profesional completa,176,173.0,175,156.0,155,27.0,167.0,Medio
2018,BOGOTÁ,INGENIERIA CIVIL,Más de 30 horas,M,Si,Primaria incompleta,No,Si,Estrato 2,Si,No,Primaria incompleta,223,133.0,177,151.0,198,25.0,176.4,Medio
2018,BOGOTÁ,INGENIERIA DE PRODUCCION,Más de 30 horas,M,Si,Secundaria (Bachillerato) incompleta,Si,Si,Estrato 2,Si,Si,Técnica o tecnológica incompleta,202,206.0,194,186.0,210,27.0,199.6,Alto
2018,BOGOTÁ,ADMINISTRACION AMBIENTAL,Menos de 10 horas,F,Si,Educación profesional completa,No,Si,Estrato 3,Si,Si,Técnica o tecnológica completa,181,95.0,184,154.0,186,23.0,160.0,Medio
2018,BOGOTÁ,ARTES ESCENICAS,Menos de 10 horas,M,Si,Técnica o tecnológica completa,No,Si,Estrato 2,Si,Si,Técnica o tecnológica completa,160,139.0,207,197.0,201,25.0,180.8,Alto
2018,BOGOTÁ,INGENIERIA INDUSTRIAL,Menos de 10 horas,F,Si,Técnica o tecnológica incompleta,No,Si,Estrato 3,Si,Si,Educación profesional completa,197,113.0,228,211.0,199,25.0,189.6,Alto
2018,BOGOTÁ,INGENIERIA CATASTRAL Y GEODESIA,Entre 11 y 20 horas,F,No,No sabe,Si,Si,Estrato 3,Si,Si,Postgrado,193,170.0,188,176.0,184,23.0,182.2,Alto
2018,BOGOTÁ,ADMINISTRACION AMBIENTAL,Entre 21 y 30 horas,M,No,Secundaria (Bachillerato) completa,Si,Si,Estrato 3,Si,Si,Secundaria (Bachillerato) completa,220,190.0,205,175.0,176,22.0,193.2,Alto
2018,BOGOTÁ,ARTES ESCENICAS,Entre 21 y 30 horas,F,Si,Secundaria (Bachillerato) completa,No,Si,Estrato 2,Si,Si,Técnica o tecnológica incompleta,191,144.0,190,151.0,219,25.0,179.0,Medio
2019,BOGOTÁ,ADMINISTRACION DEPORTIVA,Entre 21 y 30 horas,F,Si,Secundaria (Bachillerato) completa,No,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) completa,152,144.0,170,148.0,164,24.0,155.6,Medio
2019,BOGOTÁ,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN HUMANIDADES Y LENGUA CASTELLANA,Más de 30 horas,F,Si,Ninguno,No,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) incompleta,152,199.0,172,160.0,183,25.0,173.2,Medio
2019,CUNDINAMARCA,INGENIERIA CATASTRAL Y GEODESIA,Más de 30 horas,M,No,Secundaria (Bachillerato) incompleta,No,Si,Estrato 3,Si,Si,Secundaria (Bachillerato) completa,161,179.0,143,130.0,181,22.0,158.8,Medio
2019,BOGOTÁ,ARTES MUSICALES,Más de 30 horas,M,Si,Primaria incompleta,No,No,Estrato 3,Si,Si,Secundaria (Bachillerato) incompleta,123,130.0,181,160.0,185,28.0,155.8,Medio
2019,BOGOTÁ,ADMINISTRACION AMBIENTAL,Entre 21 y 30 horas,F,Si,Primaria incompleta,Si,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) completa,159,123.0,195,156.0,194,25.0,165.4,Medio
2019,BOGOTÁ,ARTES PLASTICAS Y VISUALES,Entre 11 y 20 horas,F,Si,Primaria incompleta,No,Si,Estrato 3,Si,Si,Técnica o tecnológica completa,129,146.0,179,179.0,169,25.0,160.4,Medio
2019,BOGOTÁ,INGENIERIA MECANICA,Más de 30 horas,M,Si,Secundaria (Bachillerato) incompleta,No,Si,Estrato 3,Si,Si,Secundaria (Bachillerato) incompleta,195,141.0,171,172.0,152,24.0,166.2,Medio
2019,BOGOTÁ,LICENCIATURA EN BIOLOGIA,Menos de 10 horas,M,Si,Secundaria (Bachillerato) incompleta,No,Si,Estrato 2,No,Si,Educación profesional completa,169,132.0,128,165.0,140,24.0,146.8,Medio
2019,BOGOTÁ,LICENCIATURA EN PEDAGOGIA INFANTIL,0,F,No,Secundaria (Bachillerato) completa,No,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) completa,158,203.0,154,177.0,173,21.0,173.0,Medio
2019,BOGOTÁ,INGENIERIA INDUSTRIAL,Más de 30 horas,M,Si,Educación profesional completa,No,Si,Estrato 3,Si,Si,Educación profesional completa,204,186.0,203,191.0,190,23.0,194.8,Alto
2019,BOGOTÁ,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN EDUCACION ARTISTICA,Entre 11 y 20 horas,M,Si,Educación profesional incompleta,No,Si,Estrato 2,Si,Si,Educación profesional completa,200,128.0,183,151.0,126,21.0,157.6,Medio
2019,BOGOTÁ,LICENCIATURA EN QUIMICA,Más de 30 horas,M,No,Secundaria (Bachillerato) completa,Si,Si,Estrato 3,Si,Si,Secundaria (Bachillerato) completa,162,171.0,171,194.0,197,26.0,179.0,Medio
2019,BOGOTÁ,INGENIERIA TOPOGRAFICA,Entre 11 y 20 horas,M,Si,Técnica o tecnológica completa,No,Si,Estrato 2,No,Si,Secundaria (Bachillerato) completa,171,137.0,167,156.0,161,24.0,158.4,Medio
2019,BOGOTÁ,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS SOCIALES,Más de 30 horas,M,Si,Primaria incompleta,No,Si,Estrato 3,Si,Si,Secundaria (Bachillerato) incompleta,165,125.0,179,157.0,203,25.0,165.8,Medio
2019,BOGOTÁ,ADMINISTRACION DEPORTIVA,Menos de 10 horas,M,Si,Secundaria (Bachillerato) completa,No,Si,Estrato 3,Si,Si,Secundaria (Bachillerato) incompleta,172,148.0,174,196.0,180,23.0,174.0,Medio
2020,BOGOTÁ,INGENIERIA TOPOGRAFICA,Más de 30 horas,M,No,Educación profesional completa,No,No,Estrato 2,No,No,Educación profesional completa,193,124.0,187,186.0,188,23.0,175.6,Medio
2020,BOGOTÁ,ADMINISTRACION AMBIENTAL,Más de 30 horas,F,Si,Postgrado,No,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) completa,165,160.0,178,165.0,173,23.0,168.2,Medio
2020,BOGOTÁ,LICENCIATURA EN EDUCACI¿N ART¿STICA,Entre 11 y 20 horas,M,Si,Primaria incompleta,No,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) incompleta,177,137.0,155,168.0,151,24.0,157.6,Medio
2020,BOGOTÁ,INGENIERIA TOPOGRAFICA,Más de 30 horas,M,No,Primaria completa,No,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) incompleta,181,127.0,177,139.0,169,26.0,158.6,Medio
2020,BOGOTÁ,INGENIERÍA SANITARIA,Menos de 10 horas,M,No,Primaria incompleta,No,Si,Estrato 2,Si,Si,Primaria incompleta,156,185.0,175,131.0,205,24.0,170.4,Medio
2020,BOGOTÁ,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS SOCIALES,Más de 30 horas,F,Si,Secundaria (Bachillerato) incompleta,No,No,Estrato 1,Si,Si,Secundaria (Bachillerato) incompleta,170,129.0,164,174.0,189,27.0,165.2,Medio
2020,BOGOTÁ,INGENIERIA ELECTRICA,Entre 11 y 20 horas,M,Si,Ninguno,No,Si,Estrato 2,Si,Si,Primaria completa,213,167.0,169,166.0,177,26.0,178.4,Medio
2021,BOGOTÁ,LICENCIATURA EN PEDAGOGIA INFANTIL,Más de 30 horas,F,Si,Primaria incompleta,No,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) completa,142,0.0,118,150.0,165,29.0,115.0,Bajo
2021,CUNDINAMARCA,LICENCIATURA EN EDUCACI¿N ART¿STICA,Entre 21 y 30 horas,F,Si,Primaria incompleta,No,Si,Estrato 3,Si,Si,Primaria incompleta,125,172.0,150,153.0,162,23.0,152.4,Medio
2021,BOGOTÁ,INGENIERIA EN  TELECOMUNICACIONES,0,M,Si,Primaria completa,No,Si,Estrato 2,Si,Si,Educación profesional incompleta,132,181.0,124,152.0,105,29.0,138.8,Medio
2021,BOGOTÁ,ADMINISTRACION AMBIENTAL,Más de 30 horas,F,Si,Secundaria (Bachillerato) incompleta,No,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) incompleta,126,0.0,193,167.0,167,22.0,130.6,Medio
2018,BOGOTÁ,INGENIERIA CIVIL,Más de 30 horas,M,Si,Secundaria (Bachillerato) incompleta,No,Si,Estrato 2,No,Si,Técnica o tecnológica completa,181,181.0,185,168.0,217,27.0,186.4,Alto
2018,BOGOTÁ,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS SOCIALES,Entre 11 y 20 horas,M,Si,Primaria incompleta,Si,Si,Estrato 3,Si,Si,Primaria incompleta,164,111.0,185,192.0,189,26.0,168.2,Medio
2018,BOGOTÁ,INGENIERIA DE PRODUCCION,0,F,Si,Secundaria (Bachillerato) completa,Si,Si,Estrato 3,Si,Si,Técnica o tecnológica completa,205,191.0,194,178.0,174,23.0,188.4,Alto
2018,CUNDINAMARCA,INGENIERIA DE SISTEMAS,Entre 11 y 20 horas,M,No,Técnica o tecnológica incompleta,Si,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) completa,181,171.0,189,198.0,181,22.0,184.0,Alto
2018,CUNDINAMARCA,INGENIERIA DE SISTEMAS,Entre 11 y 20 horas,M,No,Técnica o tecnológica completa,No,Si,Estrato 3,Si,Si,Técnica o tecnológica completa,196,214.0,184,197.0,181,22.0,194.4,Alto
2018,BOGOTÁ,INGENIERIA ELECTRONICA,0,M,No,Primaria incompleta,No,Si,Estrato 1,Si,Si,Postgrado,206,121.0,212,193.0,227,21.0,191.8,Alto
2018,BOGOTÁ,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN EDUCACION ARTISTICA,Entre 21 y 30 horas,F,Si,Educación profesional incompleta,No,Si,Estrato 3,Si,Si,Secundaria (Bachillerato) incompleta,174,153.0,194,175.0,171,25.0,173.4,Medio
2018,BOGOTÁ,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN CIENCIAS SOCIALES,Entre 11 y 20 horas,M,No,Secundaria (Bachillerato) incompleta,No,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) incompleta,146,189.0,205,158.0,200,22.0,179.6,Medio
2019,BOGOTÁ,INGENIERIA CIVIL,Más de 30 horas,F,Si,Secundaria (Bachillerato) completa,No,Si,Estrato 2,Si,Si,Primaria incompleta,182,199.0,205,164.0,185,24.0,187.0,Alto
2019,BOGOTÁ,ARTES MUSICALES,Entre 21 y 30 horas,M,Si,Secundaria (Bachillerato) completa,No,No,Estrato 3,Si,Si,Secundaria (Bachillerato) completa,171,127.0,232,189.0,175,27.0,178.8,Medio
2019,BOGOTÁ,INGENIERIA TOPOGRAFICA,Más de 30 horas,F,Si,Secundaria (Bachillerato) completa,No,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) completa,204,117.0,217,147.0,188,24.0,174.6,Medio
2019,BOGOTÁ,INGENIERIA DE PRODUCCION,Más de 30 horas,M,No,Secundaria (Bachillerato) incompleta,No,Si,Estrato 1,Si,Si,Primaria incompleta,180,144.0,161,165.0,153,23.0,160.6,Medio
2019,BOGOTÁ,INGENIERIA EN TELEMATICA,Más de 30 horas,M,Si,Ninguno,No,Si,Estrato 1,Si,Si,Secundaria (Bachillerato) completa,150,140.0,183,159.0,172,27.0,160.8,Medio
2020,BOGOTÁ,INGENIERIA DE PRODUCCION,Más de 30 horas,M,Si,Ninguno,No,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) completa,208,133.0,170,159.0,186,23.0,171.2,Medio
2020,BOGOTÁ,INGENIERIA CATASTRAL Y GEODESIA,0,M,Si,Secundaria (Bachillerato) completa,Si,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) completa,183,186.0,182,182.0,215,23.0,189.6,Alto
2020,BOGOTÁ,INGENIERIA ELECTRICA,Entre 11 y 20 horas,M,Si,Secundaria (Bachillerato) incompleta,No,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) completa,191,172.0,169,185.0,196,27.0,182.6,Alto
2020,BOGOTÁ,LICENCIATURA  EN MATEMATICAS,Más de 30 horas,M,No,Secundaria (Bachillerato) incompleta,No,Si,Estrato 3,Si,Si,Primaria incompleta,200,165.0,153,184.0,204,24.0,181.2,Alto
2020,BOGOTÁ,INGENIERIA CATASTRAL Y GEODESIA,Entre 21 y 30 horas,M,Si,Educación profesional completa,Si,Si,Estrato 3,Si,Si,Secundaria (Bachillerato) completa,208,157.0,210,199.0,191,24.0,193.0,Alto
2020,BOGOTÁ,LICENCIATURA EN QUIMICA,0,F,No,Secundaria (Bachillerato) completa,No,Si,Estrato 2,Si,Si,Técnica o tecnológica completa,146,129.0,163,150.0,173,23.0,152.2,Medio
2021,BOGOTÁ,LICENCIATURA EN EDUCACI¿N ART¿STICA,Más de 30 horas,F,Si,Secundaria (Bachillerato) completa,No,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) completa,167,169.0,183,161.0,173,22.0,170.6,Medio
2021,BOGOTÁ,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN HUMANIDADES Y LENGUA CASTELLANA,Entre 11 y 20 horas,M,Si,Primaria incompleta,No,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) incompleta,184,136.0,202,173.0,176,24.0,174.2,Medio
2021,BOGOTÁ,INGENIERIA DE PRODUCCION,Más de 30 horas,F,No,Educación profesional completa,Si,Si,Estrato 3,Si,Si,Educación profesional completa,125,165.0,148,191.0,125,23.0,150.8,Medio
2018,BOGOTÁ,INGENIERIA ELECTRONICA,Entre 11 y 20 horas,M,Si,Técnica o tecnológica incompleta,Si,Si,Estrato 3,Si,Si,Secundaria (Bachillerato) completa,164,146.0,165,142.0,165,27.0,156.4,Medio
2018,CUNDINAMARCA,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN HUMANIDADES Y LENGUA CASTELLANA,Entre 11 y 20 horas,F,Si,Primaria completa,No,No,Estrato 2,Si,Si,Secundaria (Bachillerato) completa,149,181.0,153,152.0,167,22.0,160.4,Medio
2018,BOGOTÁ,INGENIERIA ELECTRICA,0,M,No,Técnica o tecnológica incompleta,Si,Si,Estrato 3,Si,Si,Técnica o tecnológica incompleta,184,132.0,147,160.0,166,22.0,157.8,Medio
2018,BOGOTÁ,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN EDUCACION ARTISTICA,Entre 11 y 20 horas,F,Si,Educación profesional incompleta,No,Si,Estrato 3,Si,Si,Postgrado,146,108.0,178,177.0,192,23.0,160.2,Medio
2018,BOGOTÁ,ADMINISTRACION AMBIENTAL,Entre 21 y 30 horas,M,Si,Secundaria (Bachillerato) completa,No,Si,Estrato 2,Si,No,Primaria incompleta,132,84.0,170,139.0,172,27.0,139.4,Medio
2018,BOGOTÁ,INGENIERIA EN TELEMATICA,Más de 30 horas,M,Si,Técnica o tecnológica completa,No,Si,Estrato 3,Si,Si,Secundaria (Bachillerato) completa,187,300.0,168,140.0,102,24.0,179.4,Medio
2018,BOGOTÁ,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN EDUCACION ARTISTICA,Más de 30 horas,M,Si,Primaria incompleta,Si,Si,Estrato 2,Si,Si,Secundaria (Bachillerato) incompleta,191,138.0,192,152.0,200,25.0,174.6,Medio
2019,BOGOTÁ,ARTES ESCENICAS,Entre 11 y 20 horas,F,Si,Educación profesional completa,No,Si,Estrato 4,Si,Si,Educación profesional completa,122,106.0,167,171.0,151,24.0,143.4,Medio
2019,BOGOTÁ,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN INGLES,Menos de 10 horas,F,No,Primaria completa,No,Si,Estrato 2,Si,Si,Educación profesional incompleta,126,0.0,160,191.0,179,22.0,131.2,Medio
